MAV,WL,ZC,RMS,SSI,VAR,Label
0.1271875,10.5,28,0.17498604855101998,1.531005859375,0.03061533203125,0
0.15359375,11.046875,27,0.20049681944952,2.0099487304688,0.03997863769531201,0
0.11484375,9.6875,32,0.17105985680274,1.4630737304688,0.029131372070312998,0
0.24890625,19.1171875,30,0.34115676668231004,5.8193969726562,0.11629709472656001,0
0.280625,20.46875,28,0.35983326759591,6.4739990234375,0.12865341796875,0
0.218125,15.921875,28,0.28716862696419,4.123291015625,0.0822017578125,0
0.10453125,8.28125,30,0.14157232995672,1.0021362304688,0.019849340820312,0
0.0896875,6.6640625,26,0.11157387897150998,0.6224365234375,0.0120103515625,0
0.11140625,9.1015625,26,0.19674785080624,1.9354858398438,0.038646215820312996,0
0.1571875,12.6875,29,0.20311899029571,2.0628662109375,0.0410767578125,0
0.1084375,8.984375,30,0.16690981612460998,1.3929443359375,0.0277767578125,0
0.22171875,16.9296875,26,0.34000265681407,5.7800903320312,0.11556838378906001,0
0.23984375,17.6171875,26,0.33957155047298,5.7654418945312,0.11329787597656,0
0.19109375,12.9609375,23,0.27133342251163,3.6810913085938,0.07253488769531301,0
0.11265625,7.7109375,28,0.15280978397382,1.1675415039062,0.023190649414063,0
0.1515625,10.40625,27,0.19519996758132,1.9051513671875,0.03708701171875,0
0.200625,16.28125,29,0.29477464247074,4.3446044921875,0.0862513671875,0
0.14765625,13.0390625,32,0.19534687197553002,1.9080200195312,0.037495727539062995,0
0.06375,4.5234375,24,0.088014669409423,0.3873291015625,0.00760556640625,0
0.0775,5.2265625,25,0.14383489341081,1.034423828125,0.0206494140625,0
0.09421875,6.53125,22,0.15193655516982998,1.1542358398438,0.023075903320312997,0
0.09015625,6.21875,22,0.15219343545920003,1.1581420898438,0.022883325195312002,0
0.11703125,7.3671875,23,0.16199968050702,1.3121948242188,0.026198754882812997,0
0.179375,12.1171875,25,0.23155596313311,2.680908203125,0.05361728515625,0
0.25640625,18.875,24,0.33955357583064005,5.7648315429688,0.11472512207031,0
0.1609375,14.203125,35,0.21926279181612,2.40380859375,0.04794248046875,0
0.1421875,11.5546875,24,0.24284185794206,2.9486083984375,0.0585595703125,0
0.1346875,9.0,22,0.22349758807422998,2.49755859375,0.04978701171875,0
0.13359375,9.2578125,28,0.1933495104807,1.8692016601562,0.03726779785156201,0
0.11890625,9.7265625,34,0.17602587145609,1.5492553710938,0.029682348632812,0
0.0465625,3.46875,19,0.07012126772599,0.245849609375,0.00485595703125,0
0.05546875,4.1015625,22,0.07753684859874702,0.30059814453125,0.0059748291015625,0
0.05640625,3.6171875,21,0.075801382634982,0.28729248046875,0.0057305908203125,0
0.09875,7.7421875,25,0.14176620277767002,1.0048828125,0.01999130859375,0
0.093125,5.8515625,21,0.13314297120482999,0.8863525390625,0.017715234375,0
0.11390625,6.921875,22,0.16470484372621,1.3563842773438,0.027086645507812,0
0.09359375,7.3828125,26,0.14574448558393,1.0620727539062,0.021156469726562002,0
0.06375,4.8359375,25,0.085167000468198,0.3626708984375,0.00711240234375,0
0.13890625,10.640625,21,0.21018093488855,2.2088012695312003,0.04370432128906299,0
0.20890625,14.0625,21,0.30362997564367,4.6095581054688,0.091604614257812,0
0.176875,13.0078125,24,0.26624468157834,3.5443115234375,0.07082998046875,0
0.11125,8.7109375,26,0.15136907760917,1.1456298828125,0.02277158203125,0
0.05390625,3.8984375,23,0.07331272644892599,0.26873779296875,0.0053161376953125,0
0.1375,11.6875,27,0.20798864715110998,2.1629638671875,0.0431107421875,0
0.14828125,12.5390625,29,0.21543526525531,2.3206176757812003,0.04640822753906299,0
0.0709375,5.828125,31,0.09015232335469801,0.4063720703125,0.00801455078125,0
0.12828125,10.359375,23,0.20373406283529003,2.0753784179688,0.041022192382812996,0
0.205625,14.3359375,25,0.30097092233927003,4.5291748046875,0.08992685546875,0
0.1709375,13.2890625,29,0.26291355072771,3.4561767578125,0.06881728515625,0
0.13453125,8.6171875,23,0.18975531633692,1.8003540039062,0.03592209472656201,0
0.21765625,16.21875,25,0.29480155865323,4.3453979492188,0.086755590820313,0
0.2615625,22.8984375,32,0.3507420983162,6.1510009765625,0.12294345703125,0
0.17140625,12.8984375,29,0.22784925543685,2.5957641601562003,0.051894750976562994,0
0.06671875,5.4765625,36,0.0865390875378,0.37445068359375,0.0073858642578125,0
0.10515625,7.71875,28,0.14413586120177,1.0387573242188,0.020393676757812,0
0.13578125,10.7421875,29,0.18986464648369,1.8024291992188,0.035888403320312005,0
0.18375,16.9609375,35,0.26671193056601,3.5567626953125,0.07113515625,0
0.0453125,3.125,27,0.06263656954008599,0.1961669921875,0.00382333984375,0
0.060625,4.1171875,24,0.08487985534713201,0.3602294921875,0.00703232421875,0
0.0628125,4.5,26,0.08531021059199201,0.3638916015625,0.00718994140625,0
0.2434375,18.8515625,24,0.34186628759465004,5.8436279296875,0.11686630859375,0
0.245625,20.53125,35,0.32996137913209,5.4437255859375,0.10879794921875,0
0.1090625,8.28125,31,0.14479072991304,1.0482177734375,0.02072021484375,0
0.0928125,7.5234375,34,0.11278176520387,0.635986328125,0.0124755859375,0
0.13671875,11.0390625,27,0.19728689551165,1.9461059570312,0.038621313476562995,0
0.16140625,12.0546875,26,0.23033762159464002,2.6527709960937997,0.052970434570312995,0
0.09046875,7.46875,28,0.13207053779373,0.87213134765625,0.017363305664062,0
0.24359375,20.0,26,0.34853382917319,6.0737915039062,0.12147287597656001,0
0.2771875,22.5078125,25,0.40592835824964,8.2388916015625,0.16465126953125,0
0.24546875,20.7109375,29,0.35640587324617995,6.3512573242188,0.12701437988281,0
0.07140625,5.7109375,29,0.09866664797121198,0.48675537109375,0.0095329345703125,0
0.12546875,10.21875,30,0.16949704436029003,1.4364624023438,0.028460083007812,0
0.25859375,20.9765625,28,0.35304375448111996,6.2319946289062,0.12462697753906,0
0.25015625,19.125,26,0.33706026039957004,5.6804809570312,0.11333010253906001,0
0.04546875,3.3984375,25,0.062957311305956,0.19818115234375,0.0037145751953125,0
0.06703125,5.3671875,23,0.13838934687367999,0.95758056640625,0.018931274414061998,0
0.1134375,9.546875,22,0.25348161607402997,3.212646484375,0.06411923828125,0
0.0940625,7.5,20,0.19439157887495997,1.889404296875,0.03737548828125,0
0.095,7.1796875,24,0.13749112187247,0.9451904296875,0.01889404296875,0
0.09859375,7.3046875,20,0.15046720858504,1.1320190429688,0.022495629882812,0
0.21515625,16.703125,26,0.32072572431031,5.1432495117188,0.10285793457031,0
0.12421875,8.7421875,19,0.15693988324554,1.2315063476562,0.024418969726562,0
0.05875,4.4296875,20,0.080737566767274,0.325927734375,0.0064056640625,0
0.10859375,8.8671875,29,0.1689271350409,1.4268188476562,0.028495336914063,0
0.19828125,15.1640625,26,0.32731857749275,5.3568725585938,0.10630187988281001,0
0.20765625,18.09375,25,0.32080564172973,5.1458129882812,0.10291506347656,0
0.14,8.8984375,17,0.20502119745589997,2.1016845703125,0.0417796875,0
0.0409375,2.9609375,26,0.055814284685912,0.15576171875,0.00303310546875,0
0.094375,7.078125,23,0.13300537465644,0.884521484375,0.0176587890625,0
0.09796875,6.4921875,24,0.17803931601439998,1.5848999023438,0.031184692382812997,0
0.0790625,5.1796875,21,0.10966479465853998,0.601318359375,0.01194423828125,0
0.16046875,10.875,23,0.20497653733873003,2.1007690429688,0.041965942382812996,0
0.21125,14.9765625,28,0.28941701233903,4.1881103515625,0.083691015625,0
0.1278125,10.8515625,31,0.18186184445548,1.6536865234375,0.03307216796875,0
0.033125,2.4765625,22,0.042647950199863,0.0909423828125,0.001790625,0
0.03171875,2.1328125,21,0.04639072762282401,0.10760498046875,0.0020835205078125,0
0.036875,2.5546875,24,0.054999112208744,0.1512451171875,0.00294833984375,0
0.0440625,3.5,28,0.062675534750411,0.1964111328125,0.0038765625,0
0.06671875,3.828125,18,0.085460322939215,0.36517333984375,0.0073022705078125,0
0.134375,8.9453125,20,0.17313458908461998,1.498779296875,0.0299615234375,0
